number,short_description,priority,state,assignment_group,assigned_to,sys_created_on,sys_updated_on,sys_id,age_days,total_hours,total_days,total_minutes,sla_breach
INC0045258,Projectwise Drive will not open on laptop,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Anusha Ashok,06-11-2025 11:41,14-11-2025 08:07,4c16cea53b81ba54399d5d0864e45a84,2,56.5,2.35,3390,TRUE
INC0043240,Several critical applications have stopped working and cannot be opened,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Narayan Thapa,30-10-2025 16:59,14-11-2025 08:08,4ce9475b3b70fad0399d5d0864e45af5,2,56.5,2.35,3390,TRUE
INC0043567,SolarWindalert|P4|APAC | CBI | Chonburi | TH |Disk Utilization Alert: G:\ Label:CBI-ORA02_G (My Passport)  Serial Number D6CDB42E on CBI-ORA02 has reached to 95,4 - Low,In Progress,WIT-Monitoring-L1,Lakshman Govindu,31-10-2025 16:04,14-11-2025 08:08,4d684cbf3bf47ad0ae6be524c3e45aa3,2,56.5,2.35,3390,TRUE
INC0045845,P3 | DUB03 | Dubai | Critical Alert Observed on DUB03-NAS01 Storage Device | The Network Interface on the active server controller A failed to connect: LAN1,4 - Low,In Progress,WIT-Storage,Sivaprasad Kalva,07-11-2025 13:57,14-11-2025 08:08,4d8deb313b893294399d5d0864e45aa3,2,56.5,2.35,3390,TRUE
INC0035833,No open,3 - Moderate,In Progress,WIT-AP-OracleEBS-Voyager,,09-10-2025 15:34,14-11-2025 08:08,4dfa62a03b68fa14ae6be524c3e45ab7,2,56.5,2.35,3390,TRUE
INC0045943,Approval for expenses is not pushing to Accounts Payable audit. Status is still showing not approved even though the approver approved.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Varun Kumar,07-11-2025 21:43,14-11-2025 08:08,4e29d98a3b897294399d5d0864e45aec,2,56.5,2.35,3390,TRUE
INC0045138,Users Plan Shows -Unassigned in Bluebeam Revu 21,4 - Low,In Progress,WIT-ServiceDesk-L1,Suraj Parit,06-11-2025 03:43,14-11-2025 08:08,4e38502d3b09f654399d5d0864e45aba,2,56.5,2.35,3390,TRUE
INC0044731,"In any MS application, when I click File in the top left, the program either shuts down straight away or it does not respond.",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Bhavana Purushotham,04-11-2025 20:21,14-11-2025 08:08,4ea965093bc53254399d5d0864e45a61,2,56.5,2.35,3390,TRUE
INC0044569,We are unable to access Parent Sharepoint but am able to access child site,4 - Low,In Progress,WIT-ServiceDesk-L1,Rajkumar Nanjappan,04-11-2025 11:01,14-11-2025 08:08,4ee6ef703b41be14399d5d0864e45a69,2,56.5,2.35,3390,TRUE
INC0013990,Remote desktop not working,3 - Moderate,New,WIT-WVS-VDI,,06-08-2025 05:34,14-11-2025 08:08,4f8ffe3f3b4baa94399d5d0864e45adf,2,56.5,2.35,3390,TRUE
INC0045790,Regarding changing of microsoft365 from F3 access to E3 access,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Ankush Mehta,07-11-2025 11:08,14-11-2025 08:08,4fe587b93b0dfe54399d5d0864e45a6d,2,56.49,2.35,3390,TRUE
INC0044188,Outlook | Unable to receive one forwarded meeting invites.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Pooja Singh,03-11-2025 14:54,14-11-2025 08:08,5005d3e03b0d7a14399d5d0864e45a29,2,56.49,2.35,3390,TRUE
INC0046098,Pipe Data Pro|User unable to open Pipe Data Pro – license expired.,4 - Low,In Progress,WIT-ServiceDesk-L1,Hymavathi Gurram,09-11-2025 05:17,14-11-2025 08:08,507a04623b41fe54ae6be524c3e45ad9,2,56.49,2.35,3390,TRUE
INC0044012,Convero App Missing from Desktop,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Hithendra Eedhala,03-11-2025 08:19,14-11-2025 08:08,50a9bd243b413214ae6be524c3e45a73,2,56.49,2.35,3390,TRUE
INC0045718,Outlook || Phishing Email,4 - Low,In Progress,WIT-ServiceDesk-L1,Monisha Yalla,07-11-2025 07:34,14-11-2025 08:08,520e8ab13bc5f654ae6be524c3e45ab6,2,56.49,2.35,3390,TRUE
INC0035779,Voyager Journal template not working,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,09-10-2025 13:22,14-11-2025 08:08,52209ea83bacba14ae6be524c3e45a45,2,56.49,2.35,3390,TRUE
INC0041921,Laptop | Low disk space issue,4 - Low,In Progress,WIT-ServiceDesk-L1,Swathi Rangandale,27-10-2025 14:01,14-11-2025 08:08,525643163bfcb290ae6be524c3e45a69,2,56.49,2.35,3390,TRUE
INC0045994,Cannot access Engineer Anywhere,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Swarnav Paul,08-11-2025 08:31,14-11-2025 08:08,526d23023b4d3e54ae6be524c3e45aa2,2,56.49,2.35,3390,TRUE
INC0044955,Vendor is not able to access Azolve servers,4 - Low,In Progress,WIT-ServiceDesk-L1,Rithvik Konereddy,05-11-2025 12:20,14-11-2025 08:08,52f44dd13b097e14ae6be524c3e45aa9,2,56.49,2.35,3390,TRUE
INC0044839,Auto cad 2020 not working,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Kusuma Gangadhar,05-11-2025 06:39,14-11-2025 08:08,5307b7493bc5fa14ae6be524c3e45ac6,2,56.49,2.35,3390,TRUE
INC0023122,Error in submitting Expense claim,4 - Low,New,WIT-AP-OracleEBS-Voyager,,03-09-2025 20:53,14-11-2025 08:08,532e9a413b3f2610399d5d0864e45a38,2,56.49,2.35,3390,TRUE
INC0022288,P4|AMCT|Houston|Internet issue,4 - Low,In Progress,WIT-ServiceDesk-L1,Sriram Sridharan,01-09-2025 23:22,14-11-2025 08:08,542de0a83bf322d0ae6be524c3e45afd,2,56.49,2.35,3390,TRUE
INC0039863,Hardware|Windows Program Compatibility Assistant Popup,4 - Low,In Progress,WIT-ServiceDesk-L1,Swarnav Paul,21-10-2025 13:42,14-11-2025 08:08,545788e03bb07a10ae6be524c3e45a24,2,56.49,2.35,3390,TRUE
INC0046175,Issue with Ansible Integration on - RITM0067926,4 - Low,New,WIT-Ansible,,14-11-2025 05:01,14-11-2025 08:08,548735882b59f21061defd32ce91bfcb,2,56.49,2.35,3390,TRUE
INC0046035,"High latency from Asia sites to the UK, causing service impact due to a cable cut between Asia and the UK, resulting in latency and packet loss issues.",4 - Low,On Hold,WIT-Network-Operations,Venkatesh Tupakula,08-11-2025 16:52,14-11-2025 08:08,55202d5a3b4d7e54ae6be524c3e45a75,2,56.49,2.35,3390,TRUE
INC0011299,Can not remote desktop into this app -the logon attempt failed,3 - Moderate,New,WIT-WVS-VDI,,29-07-2025 15:17,14-11-2025 08:08,5577f3913b0722d0399d5d0864e45aa2,2,56.49,2.35,3389,TRUE
INC0021103,'Next' button does not produce results when searching docstore - Replacement for INC2966089,4 - Low,In Progress,WIT-AP-Support-Central,Graham Tucker,28-08-2025 06:52,14-11-2025 08:08,5603ec8f3b2fe650ae6be524c3e45a60,2,56.49,2.35,3389,TRUE
INC0037987,P3|APAC|CN.SH.Shanghai.4.SZPE|Accounts and Access| User need Access for the Email,4 - Low,In Progress,WIT-ServiceDesk-L1,Babu Reddy,15-10-2025 09:14,14-11-2025 08:08,56a198ee3be0b218399d5d0864e45a98,2,56.49,2.35,3389,TRUE
INC0016132,Cannot log-into system - SSO not working and does not accept the domain password,3 - Moderate,In Progress,WUG-FSS-AP-Azolve,Simran Khatri,12-08-2025 13:45,14-11-2025 08:08,56b9abb53b57ae10ae6be524c3e45ad4,2,56.49,2.35,3389,TRUE
INC0032929,NVIDIA OpenGL Driver,4 - Low,In Progress,WIT-AP-Support-Central,Graham Tucker,01-10-2025 05:55,14-11-2025 08:08,5799d7353bdc3a90ae6be524c3e45a61,2,56.49,2.35,3389,TRUE
INC0045622,"SCUS1-avdb01 Launcher is pointing to UK, and Designers are unable to see latest installation of E3D design 3.1.10",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Varun Kumar,06-11-2025 21:03,14-11-2025 08:08,57f544f13b8d3e54399d5d0864e45a57,2,56.49,2.35,3389,TRUE
INC0044361,Solarwinds alert|P4|APAC | BNE01 | Brisbane | Australia|Memory Utilization Alert: edc02-vh1.global.amec.com Memory Usage Reached 90 %,4 - Low,In Progress,WIT-Monitoring-L1,Harshitha Jonnalagadda,04-11-2025 03:56,14-11-2025 08:08,58288abc3b017614ae6be524c3e45a8f,2,56.49,2.35,3389,TRUE
INC0045719,Unable to login intranet portal with existing password,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Jayanth Kowshik,07-11-2025 06:56,14-11-2025 08:08,582e0ef53b05be54399d5d0864e45af4,2,56.49,2.35,3389,TRUE
INC0044157,Signatures in Attachments missing post compiling signed documents and pdf preview is not shown while clicking on the document.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sujata Patra,03-11-2025 13:22,14-11-2025 08:08,585ef2ac3b81b214ae6be524c3e45a3d,2,56.49,2.35,3389,TRUE
INC0043525,I need access to the area or Reward (as per link below),4 - Low,In Progress,WIT-ServiceDesk-L1,Manasa Kadapala,31-10-2025 13:31,14-11-2025 08:08,5875ab6b3bbc3ad0ae6be524c3e45a3a,2,56.49,2.35,3389,TRUE
INC0039636,Bluebeam | User is unable to sign in the Bluebeam ,4 - Low,In Progress,WIT-ServiceDesk-L1,Manasa Vechalapu,21-10-2025 01:49,14-11-2025 08:08,5955259c3b30f610399d5d0864e45a62,2,56.49,2.35,3389,TRUE
INC0021076,Problems with deleting revisions \ wrong version becoming superseeded in docstore. - Replacement for INC2792922,4 - Low,New,WIT-AP-Support-Central,,28-08-2025 05:47,14-11-2025 08:08,59a554c33baf6a10399d5d0864e45a33,2,56.49,2.35,3389,TRUE
INC0045162,Potential phishing email,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Deeksha Yanamadala,06-11-2025 05:08,14-11-2025 08:08,59db2ca13b053254ae6be524c3e45a81,2,56.49,2.35,3389,TRUE
INC0041936,"Laptop is very slow, cannot connect to servers",4 - Low,In Progress,WIT-ServiceDesk-L1,Karamathullah Abdulali,27-10-2025 14:49,14-11-2025 08:08,5a00db123bb0f290ae6be524c3e45a9a,2,56.49,2.35,3389,TRUE
INC0044813,Damaged Laptop,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sridhar Chandran,05-11-2025 05:11,14-11-2025 08:08,5a13abc13b4d7254399d5d0864e45a63,2,56.49,2.35,3389,TRUE
INC0011591,Remote Desktop connecting Issue,3 - Moderate,New,WIT-WVS-VDI,,30-07-2025 10:02,14-11-2025 08:08,5a697bed3b87e2d0ae6be524c3e45a39,2,56.49,2.35,3389,TRUE
INC0045908,AGI32 20 | Error while launching an application,4 - Low,In Progress,WIT-ServiceDesk-L1,Ravish Srinivas,07-11-2025 17:55,14-11-2025 08:08,5ad2a4863b89ba54ae6be524c3e45aac,2,56.49,2.35,3389,TRUE
INC0046116,Solarwinds Alert | P4| EMEA | BSG01 | GQ | Paseo Maritimo | CPU Utilization Alert: bsg01-vh01.woodplc.net CPU Load Reached 95 %,4 - Low,In Progress,WIT-Monitoring-L1,Pooja Bhorkade,09-11-2025 08:39,14-11-2025 08:08,5ae870623bc9fe54ae6be524c3e45a9e,2,56.49,2.35,3389,TRUE
INC0043770,SolarWinds Alert| P4|APAC | KUL3 | Jalan Ampang | MY| Storage - Trap Alerts - P2 - on  kul3-san1.global.amec.com,4 - Low,In Progress,WIT-Monitoring-L1,Udayvarma Alluri,02-11-2025 00:04,14-11-2025 08:08,5b00cf4c3b41f214399d5d0864e45ace,2,56.49,2.35,3389,TRUE
INC0040696,"My laptop is unable to charge, the battery is expanding, and the mouse pad is elevated.  Laptop Name 8TSQTT2",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sumanth Sarika,23-10-2025 14:45,14-11-2025 08:08,5b99a2c53bbcf250ae6be524c3e45aeb,2,56.49,2.35,3389,TRUE
INC0045584,MS Office 365 | Word need repair,4 - Low,In Progress,WIT-ServiceDesk-L1,Vishwanath Gaurav,06-11-2025 18:33,14-11-2025 08:08,5ba3efed3b457654ae6be524c3e45aa2,2,56.49,2.35,3389,TRUE
INC0044547,Hardware | Docking station port is not working,4 - Low,In Progress,WIT-ServiceDesk-L1,Shiva Kumar,04-11-2025 09:57,14-11-2025 08:08,5c3ad3bc3b897e14399d5d0864e45aed,2,56.49,2.35,3389,TRUE
INC0031970,Archive - SharePoint Online Storage Reduction Initiative,4 - Low,In Progress,WIT-Data Mgmt,Tilak Varman,29-09-2025 09:41,14-11-2025 08:08,5c8b755d3b5cba90399d5d0864e45a3a,2,56.49,2.35,3389,TRUE
INC0044567,"Attributes - Mail, MailNickname, and Target Address are not populating in AD, but replicating in AAD and Exchange.",4 - Low,In Progress,WIT-Messaging-O365,Sudharshan Ponnapureddy,04-11-2025 10:50,14-11-2025 08:08,5cf3abb83bc5f614ae6be524c3e45a8b,2,56.49,2.35,3389,TRUE
INC0045860,Unable to remove Onedrive shortcut,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,07-11-2025 14:23,14-11-2025 08:08,5dd3fb7d3bcd7a54ae6be524c3e45a71,2,56.49,2.35,3389,TRUE
INC0027931,22 supplier return documents not loaded correctly in K6278,4 - Low,In Progress,WIT-AP-Support-Central,Graham Tucker,17-09-2025 07:18,14-11-2025 08:08,5e8863953b8cba14399d5d0864e45a12,2,56.49,2.35,3389,TRUE
INC0045769,SolarWinds alert|P4|NCSA | SCUS1 | San Antonio | US/CPU Utilization Alert: ZTD-DEV-WS12-05 CPU Load Reached 99 %.,4 - Low,In Progress,WIT-Monitoring-L1,Uttej Mukkamalla,07-11-2025 09:40,14-11-2025 08:08,5e9372bd3bc53a54ae6be524c3e45a46,2,56.49,2.35,3389,TRUE
INC0036800,When used group by on the Data visualization we are able to see only 20 records,4 - Low,On Hold,WIT-ServiceNow-Admin,Vilasreddy Mudireddy,13-10-2025 07:47,14-11-2025 08:08,5eb9a9393be8f2d4399d5d0864e45aef,2,56.48,2.35,3389,TRUE
INC0045821,Unable to find the interpreter in the PyCharm application,4 - Low,In Progress,WIT-ServiceDesk-L1,Patnam Lakshmi,07-11-2025 12:54,14-11-2025 08:08,5f702b393b853294399d5d0864e45af5,2,56.48,2.35,3389,TRUE
INC0015693,Unable to see all responsibilities for which I have access and used on daily basis,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,11-08-2025 12:30,14-11-2025 08:08,5ffd4e613b57e610ae6be524c3e45a44,2,56.48,2.35,3389,TRUE
INC0044503,Remote Desktop Not Working,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Naveensalva Naveensalva,04-11-2025 08:18,14-11-2025 08:08,6183cf303b45b614ae6be524c3e45a41,2,56.48,2.35,3389,TRUE
INC0039249,Application| blue beam ,4 - Low,In Progress,WIT-ServiceDesk-L1,Swathi Rangandale,19-10-2025 11:27,14-11-2025 08:08,6276ddb73be87210ae6be524c3e45aa8,2,56.48,2.35,3389,TRUE
INC0020314,Intermittent crashes with the Macris online timesheet system,4 - Low,On Hold,WIT-AP-Support-Central,Richard Warren,26-08-2025 08:55,14-11-2025 08:08,62fca21e3babaa10ae6be524c3e45a5b,2,56.48,2.35,3389,TRUE
INC0037623,Laptop performance issues,4 - Low,In Progress,WIT-ServiceDesk-L1,Sandhiya Selvaraj,14-10-2025 13:52,14-11-2025 08:08,631584923be43ed4399d5d0864e45ac9,2,56.48,2.35,3389,TRUE
INC0044510,Bluebeam Revu 21|The user reported that the Bluebeam Revu 21 application does not appear in Software Center after the installation request was closed.,4 - Low,In Progress,WIT-ServiceDesk-L1,Hymavathi Gurram,04-11-2025 08:25,14-11-2025 08:08,6406cb743b85b614ae6be524c3e45aec,2,56.48,2.35,3389,TRUE
INC0044236,Network | We have general slowness with internet-based applications.,4 - Low,In Progress,WIT-ServiceDesk-L1,Manasa Vechalapu,03-11-2025 17:36,14-11-2025 08:08,640afba03b85f214ae6be524c3e45a28,2,56.48,2.35,3389,TRUE
INC0034560,Potential Compromise of Oracle EBS,4 - Low,In Progress,WIT-SOC,Zeeshan Mohd,06-10-2025 15:17,14-11-2025 08:08,642e07e73bd43254399d5d0864e45ab6,2,56.48,2.35,3389,TRUE
INC0017059,Error 500--Internal Server Error,4 - Low,New,WIT-AP-OracleEBS-Voyager,,15-08-2025 09:23,14-11-2025 08:08,647a4a323b9f2650399d5d0864e45abd,2,56.48,2.35,3389,TRUE
INC0046056,Citrix Workspace Empty- NO APPS APPEARING,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Karamathullah Abdulali,08-11-2025 23:51,14-11-2025 08:08,64eff2123b09be54ae6be524c3e45a55,2,56.48,2.35,3389,TRUE
INC0018779,not able to connect to to Engineer anywhere through remote desktop application,3 - Moderate,New,WIT-WVS-VDI,,21-08-2025 04:18,14-11-2025 08:08,658d77a43b23aad0ae6be524c3e45a02,2,56.48,2.35,3389,TRUE
INC0040409,Issue with Sharing Files,4 - Low,In Progress,WIT-ServiceDesk-L1,Narayan Thapa,23-10-2025 00:06,14-11-2025 08:08,6630eb743bb03250ae6be524c3e45a97,2,56.48,2.35,3389,TRUE
INC0045789,The user is not able to access the  Documentum (UBOC_Caspian).,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Keerthana Babu,07-11-2025 11:07,14-11-2025 08:08,66a70b313b417a54ae6be524c3e45a74,2,56.48,2.35,3389,TRUE
INC0042358,Webcam issue| Laptop camera is broken,4 - Low,In Progress,WIT-ServiceDesk-L1,Surya Ayyarappan,28-10-2025 10:59,14-11-2025 08:08,6706e3263b703a90ae6be524c3e45afe,2,56.48,2.35,3389,TRUE
INC0043311,"Seems the folders are dislocated to somewhere, please locate them and restore",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Narayan Thapa,30-10-2025 22:58,14-11-2025 08:08,670c18673bbcfad0399d5d0864e45ae4,2,56.48,2.35,3389,TRUE
INC0044674,enable to print the IRN-error print failed,4 - Low,In Progress,WIT-ServiceDesk-L1,Satish Sangappa,04-11-2025 15:06,14-11-2025 08:09,6711e8c13bc5fe14399d5d0864e45a2a,2,56.48,2.35,3389,TRUE
INC0045764,"Bhaskar Challa Account ITIL Access has been Revoked in ServiceNow Prod, Please look into this grant ITIL access ASAP",4 - Low,In Progress,WIT-ServiceNow-Admin,Chaitra Sogali,07-11-2025 09:34,14-11-2025 08:09,6732fe3d3b41fe54399d5d0864e45a30,2,56.48,2.35,3389,TRUE
INC0038465,Solarwinds Alert|P4|EMEA | UKI02 | London | GB|Memory Utilization Alert: ET-WEB-MAX-01 Memory Usage Reached 90 %,4 - Low,In Progress,WIT-Monitoring-L1,Sivabharathi Dudekula,16-10-2025 09:14,14-11-2025 08:09,67caddbe3b6c7a18399d5d0864e45af1,2,56.48,2.35,3389,TRUE
INC0021089,"Error message, will be attached",3 - Moderate,New,WIT-WVS-VDI,,28-08-2025 06:17,14-11-2025 08:09,67fb1ccf3b6be650ae6be524c3e45a1b,2,56.48,2.35,3389,TRUE
INC0042538,RITM0068769 was cancelled,4 - Low,In Progress,WIT-ServiceDesk-L1,Dayanidhi Rishi,28-10-2025 19:48,14-11-2025 08:09,691f95fe3bbcfe90399d5d0864e45a45,2,56.48,2.35,3389,TRUE
INC0044011,Old monitors are not clear and colours are causing my eyes to strain,4 - Low,In Progress,WIT-ServiceDesk-L1,Rithvik Konereddy,03-11-2025 08:19,14-11-2025 08:09,696a75283b413214ae6be524c3e45aa3,2,56.48,2.35,3389,TRUE
INC0044673,Error when accesing first time to Smart 3D,4 - Low,In Progress,WIT-ServiceDesk-L1,Narayan Thapa,04-11-2025 15:05,14-11-2025 08:09,6a216c853b8d3a14ae6be524c3e45ab3,2,56.48,2.35,3389,TRUE
INC0046113,map import can't working,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Hymavathi Gurram,09-11-2025 07:42,14-11-2025 08:09,6a7b506e3b05fe54ae6be524c3e45a9b,2,56.48,2.35,3389,TRUE
INC0045956,Solarwinds Alert| P4| Data Store Latency Alert: abz44-vh06_local_hdd_02_backup Latency Reached 267.73 ms,4 - Low,In Progress,WIT-Monitoring-L1,Pooja Bhorkade,08-11-2025 01:37,14-11-2025 08:09,6aae4ac23b89fa54ae6be524c3e45aa8,2,56.48,2.35,3389,TRUE
INC0035512,Revision 21,3 - Moderate,On Hold,WIT-AP-Support-Central,Graham Tucker,08-10-2025 22:24,14-11-2025 08:09,6af28b903b643294399d5d0864e45ac4,2,56.48,2.35,3389,TRUE
INC0046004,SolarWinds Alert | P4 |EMEA | ABZ44 | Aberdeen | UK| Multiple Interface Utilization Alert : for node e-gbr-bdc-s-int-01.woodplc.net,4 - Low,In Progress,WIT-Monitoring-L1,Udayvarma Alluri,08-11-2025 11:36,14-11-2025 08:09,6b17901a3b457e54ae6be524c3e45a5f,2,56.48,2.35,3389,TRUE
INC0044876,Citrix |No Full Screen,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Priya Salunke,05-11-2025 08:18,14-11-2025 08:09,6c1d04593bcdfa14ae6be524c3e45a70,2,56.48,2.35,3389,TRUE
INC0032613,Laptop battery is Swelling,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Satish Sangappa,30-09-2025 19:11,14-11-2025 08:09,6d3a49b13b9c76d0399d5d0864e45a61,2,56.48,2.35,3389,TRUE
INC0041735,file is not open from server. asking the error path is too long. ths issue facing on sharjah location only. from working in abudhabi not facing this issue.,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Suraj Parit,27-10-2025 08:27,14-11-2025 08:09,6d68711a3bf03690399d5d0864e45acc,2,56.48,2.35,3389,TRUE
INC0014098,Engineer anywhere not open,3 - Moderate,New,WIT-WVS-VDI,,06-08-2025 09:16,14-11-2025 08:09,6d7277b73bcbea94399d5d0864e45aaa,2,56.48,2.35,3389,TRUE
INC0044493,Solarwinds alert|P4|NCSA | RIO01 | Rio de Janeiro | Brazil|Memory Utilization Alert: rio01-vh1.woodplc.net Memory Usage Reached 89 %,4 - Low,In Progress,WIT-Monitoring-L1,Harshitha Jonnalagadda,04-11-2025 07:45,14-11-2025 08:09,6dbb367c3b01b614ae6be524c3e45ae2,2,56.48,2.35,3389,TRUE
INC0044857,Application| Version is not available ,4 - Low,In Progress,WIT-ServiceDesk-L1,Sowmya Sakhinana,05-11-2025 07:04,14-11-2025 08:09,6e3df7413b49fa14ae6be524c3e45ac2,2,56.48,2.35,3389,TRUE
INC0016374,Woodgroup Password Not Working,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Deepak Krishna,13-08-2025 08:50,14-11-2025 08:09,6f1eeb023b17a250ae6be524c3e45a7d,2,56.48,2.35,3389,TRUE
INC0045776,SolarWinds alert|P4|NCSA | CAL26 | Calgary | Canada/Interface Utilization Alert: GigabitEthernet1/0/48 · BETA LAN - HP SWITCH for node n-can-cal26-s-cor-01.wood,4 - Low,In Progress,WIT-Monitoring-L1,Uttej Mukkamalla,07-11-2025 10:22,14-11-2025 08:09,6f2d36b53b0d3a54ae6be524c3e45a1c,2,56.48,2.35,3389,TRUE
INC0035837,"Voyager down, cannot submit timesheet",3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,09-10-2025 15:41,14-11-2025 08:09,7070ba2c3ba8fa14ae6be524c3e45abd,2,56.48,2.35,3389,TRUE
INC0045323,Bluebeam | Whole group unable to login Bluebeam studio with their group id (tsedoccontrol@woodplc.com) after accessing the Bluebeam. ,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Pooja Singh,06-11-2025 14:18,14-11-2025 08:09,70792ae13b013654ae6be524c3e45a3b,2,56.48,2.35,3389,TRUE
INC0045995,Citrix Workspace not working ,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Shiva Prakash,08-11-2025 09:13,14-11-2025 08:09,70a53fca3bc9b294399d5d0864e45a57,2,56.48,2.35,3389,TRUE
INC0010407,I am unable to reset my Azolve password and login with my current password,3 - Moderate,New,WUG-FSS-AP-Azolve,,28-07-2025 09:29,14-11-2025 08:09,70deddc53b0bea50399d5d0864e45a59,2,56.48,2.35,3389,TRUE
INC0046012,SolarWinds Alert | P4 | APAC | ATT3 | Singapore | Singapore | VMWare - CPU Utilization Alert: att3-vh17.woodplc.net CPU Load Reached 100 %,4 - Low,In Progress,WIT-Monitoring-L1,Udayvarma Alluri,08-11-2025 12:54,14-11-2025 08:09,716928d63bc57e54ae6be524c3e45a03,2,56.48,2.35,3389,TRUE
INC0046039,SolarWinds Alert | P4 | Data Store Latency Alert: edc10-vh20_vmfslocal1_backup Latency Reached 133.67 ms,4 - Low,In Progress,WIT-Monitoring-L1,Ajin Sivapuram,08-11-2025 17:11,14-11-2025 08:09,71b4a9d23b8d7e54ae6be524c3e45afa,2,56.48,2.35,3389,TRUE
INC0045749,Problems opening Excel files,4 - Low,In Progress,WIT-ServiceDesk-L1,Hithendra Eedhala,07-11-2025 08:39,14-11-2025 08:09,71d5e6393b0dbe54399d5d0864e45a83,2,56.47,2.35,3388,TRUE
INC0043876,"Due to a computer system update, the ETAP software was re downloaded without alicense",3 - Moderate,In Progress,WIT-ServiceDesk-L1,Vishnu Chiluveri,03-11-2025 01:06,14-11-2025 08:09,71f494683b897614399d5d0864e45acd,2,56.47,2.35,3388,TRUE
INC0031462,Unable to Access reporting data in Voyager BI tool,3 - Moderate,New,WIT-AP-OracleEBS-Voyager,,26-09-2025 18:22,14-11-2025 08:09,72a7d4243b10b290399d5d0864e45a60,2,56.47,2.35,3388,TRUE
INC0015728,lost access to the Wood home page,4 - Low,In Progress,WIT-ServiceDesk-L1,Deepak Krishna,11-08-2025 14:14,14-11-2025 08:09,72c566293b172a10ae6be524c3e45a6e,2,56.47,2.35,3388,TRUE
INC0022613,P4 | EM| Aberdeen| Networks |Network drops-out for a few seconds roughly twice a day leading to Teams call problems,4 - Low,In Progress,WIT-ServiceDesk-L1,Manasa Vechalapu,02-09-2025 14:58,14-11-2025 08:09,73038cf83b7fa290399d5d0864e45aa2,2,56.47,2.35,3388,TRUE
INC0023697,See my requestRITM0033946 - which has been Closed but nothing has been done and it is not closed.  The issue still remains un-resolved.,3 - Moderate,In Progress,WIT-OracleERP-F&A,Harshavardan Golla,05-09-2025 10:05,14-11-2025 08:09,730c12213b732e10399d5d0864e45a4a,2,56.47,2.35,3388,TRUE
INC0041135,Printer | Unable to turn on the location while connecting to printer ,4 - Low,In Progress,WIT-ServiceDesk-L1,Lavanya Shivakumar,24-10-2025 19:36,14-11-2025 08:09,743534e53bf03e50399d5d0864e45a9a,2,56.47,2.35,3388,TRUE
INC0042610,P3|APAC|SG/Singapore/Alexandra|Lotus Notes 7.0.2|just unable to login using the same password in Windows 10.,4 - Low,In Progress,WIT-ServiceDesk-L1,Vijay Ayyappan,29-10-2025 03:47,14-11-2025 08:09,752dc3be3bf0fa90ae6be524c3e45aec,2,56.47,2.35,3388,TRUE
INC0044311,recently i change my phone;i need to reset my 2nd step verification in order to install it in my new phone,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Satish Sangappa,03-11-2025 21:32,14-11-2025 08:09,754f24bc3b4dba14399d5d0864e45aff,2,56.47,2.35,3388,TRUE
INC0045144,Aspen Technology | Extension Error,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sachin Birangaddi,06-11-2025 03:59,14-11-2025 08:09,764c582d3b413254ae6be524c3e45a75,2,56.47,2.35,3388,TRUE
INC0045091,Headset | User needs to replace Headset,3 - Moderate,In Progress,WIT-ServiceDesk-L1,Sriharshitatalari Sriharshitatalari,05-11-2025 20:24,14-11-2025 08:09,76a332913bc5b654399d5d0864e45a99,2,56.47,2.35,3388,TRUE
